day,timestamp,emeralds_value,emeralds_pnl_increment,tomatoes_value,tomatoes_pnl_increment,portfolio_value_total,pnl_increment_total
-2,466300,2063.0,0.0,2297.5,1.5,4360.5,1.5
-2,466400,2063.0,0.0,2297.5,0.0,4360.5,0.0
-2,466500,2063.0,0.0,2296.0,-1.5,4359.0,-1.5
-2,466600,2063.0,0.0,2296.0,0.0,4359.0,0.0
-2,466700,2063.0,0.0,2297.5,1.5,4360.5,1.5
-2,466800,2063.0,0.0,2297.5,0.0,4360.5,0.0
-2,466900,2063.0,0.0,2297.5,0.0,4360.5,0.0
-2,467000,2063.0,0.0,2308.0,10.5,4371.0,10.5
-2,467100,2063.0,0.0,2299.0,-9.0,4362.0,-9.0
-2,467200,2063.0,0.0,2300.5,1.5,4363.5,1.5
-2,467300,2063.0,0.0,2302.0,1.5,4365.0,1.5
-2,467400,2063.0,0.0,2302.0,0.0,4365.0,0.0
-2,467500,2063.0,0.0,2302.0,0.0,4365.0,0.0
-2,467600,2043.0,-20.0,2315.5,13.5,4358.5,-6.5
-2,467700,2063.0,20.0,2299.0,-16.5,4362.0,3.5
-2,467800,2063.0,0.0,2293.0,-6.0,4356.0,-6.0
-2,467900,2063.0,0.0,2302.0,9.0,4365.0,9.0
-2,468000,2063.0,0.0,2300.5,-1.5,4363.5,-1.5
-2,468100,2063.0,0.0,2299.0,-1.5,4362.0,-1.5
-2,468200,2063.0,0.0,2300.5,1.5,4363.5,1.5
-2,468300,2063.0,0.0,2299.0,-1.5,4362.0,-1.5
-2,468400,2063.0,0.0,2300.5,1.5,4363.5,1.5
-2,468500,2063.0,0.0,2303.5,3.0,4366.5,3.0
-2,468600,2063.0,0.0,2305.0,1.5,4368.0,1.5
-2,468700,2063.0,0.0,2303.5,-1.5,4366.5,-1.5
-2,468800,2063.0,0.0,2303.5,0.0,4366.5,0.0
-2,468900,2063.0,0.0,2303.5,0.0,4366.5,0.0
-2,469000,2063.0,0.0,2306.5,3.0,4369.5,3.0
-2,469100,2063.0,0.0,2303.5,-3.0,4366.5,-3.0
-2,469200,2063.0,0.0,2305.0,1.5,4368.0,1.5
-2,469300,2063.0,0.0,2306.5,1.5,4369.5,1.5
-2,469400,2063.0,0.0,2305.0,-1.5,4368.0,-1.5
-2,469500,2063.0,0.0,2303.5,-1.5,4366.5,-1.5
-2,469600,2063.0,0.0,2303.5,0.0,4366.5,0.0
-2,469700,2063.0,0.0,2314.0,10.5,4377.0,10.5
-2,469800,2063.0,0.0,2314.0,0.0,4377.0,0.0
-2,469900,2063.0,0.0,2317.0,3.0,4380.0,3.0
-2,470000,2063.0,0.0,2311.0,-6.0,4374.0,-6.0
-2,470100,2063.0,0.0,2314.0,3.0,4377.0,3.0
-2,470200,2063.0,0.0,2314.0,0.0,4377.0,0.0
-2,470300,2063.0,0.0,2315.0,1.0,4378.0,1.0
-2,470400,2063.0,0.0,2314.5,-0.5,4377.5,-0.5
-2,470500,2083.0,20.0,2315.0,0.5,4398.0,20.5
-2,470600,2063.0,-20.0,2314.5,-0.5,4377.5,-20.5
-2,470700,2063.0,0.0,2315.0,0.5,4378.0,0.5
-2,470800,2063.0,0.0,2314.0,-1.0,4377.0,-1.0
-2,470900,2063.0,0.0,2313.0,-1.0,4376.0,-1.0
-2,471000,2063.0,0.0,2313.0,0.0,4376.0,0.0
-2,471100,2063.0,0.0,2313.0,0.0,4376.0,0.0
-2,471200,2063.0,0.0,2313.0,0.0,4376.0,0.0
-2,471300,2063.0,0.0,2312.0,-1.0,4375.0,-1.0
-2,471400,2063.0,0.0,2312.0,0.0,4375.0,0.0
-2,471500,2063.0,0.0,2312.0,0.0,4375.0,0.0
-2,471600,2063.0,0.0,2311.5,-0.5,4374.5,-0.5
-2,471700,2063.0,0.0,2312.0,0.5,4375.0,0.5
-2,471800,2063.0,0.0,2312.0,0.0,4375.0,0.0
-2,471900,2063.0,0.0,2312.5,0.5,4375.5,0.5
-2,472000,2063.0,0.0,2311.5,-1.0,4374.5,-1.0
-2,472100,2063.0,0.0,2311.5,0.0,4374.5,0.0
-2,472200,2063.0,0.0,2312.0,0.5,4375.0,0.5
-2,472300,2063.0,0.0,2314.5,2.5,4377.5,2.5
-2,472400,2063.0,0.0,2308.0,-6.5,4371.0,-6.5
-2,472500,2063.0,0.0,2315.5,7.5,4378.5,7.5
-2,472600,2063.0,0.0,2312.0,-3.5,4375.0,-3.5
-2,472700,2063.0,0.0,2311.5,-0.5,4374.5,-0.5
-2,472800,2063.0,0.0,2315.5,4.0,4378.5,4.0
-2,472900,2063.0,0.0,2311.5,-4.0,4374.5,-4.0
-2,473000,2063.0,0.0,2312.0,0.5,4375.0,0.5
-2,473100,2063.0,0.0,2313.0,1.0,4376.0,1.0
-2,473200,2063.0,0.0,2313.5,0.5,4376.5,0.5
-2,473300,2063.0,0.0,2313.5,0.0,4376.5,0.0
-2,473400,2063.0,0.0,2313.5,0.0,4376.5,0.0
-2,473500,2063.0,0.0,2313.5,0.0,4376.5,0.0
-2,473600,2063.0,0.0,2316.5,3.0,4379.5,3.0
-2,473700,2063.0,0.0,2313.5,-3.0,4376.5,-3.0
-2,473800,2063.0,0.0,2313.0,-0.5,4376.0,-0.5
-2,473900,2063.0,0.0,2312.5,-0.5,4375.5,-0.5
-2,474000,2063.0,0.0,2311.5,-1.0,4374.5,-1.0
-2,474100,2063.0,0.0,2311.5,0.0,4374.5,0.0
-2,474200,2063.0,0.0,2311.5,0.0,4374.5,0.0
-2,474300,2063.0,0.0,2310.5,-1.0,4373.5,-1.0
-2,474400,2063.0,0.0,2311.0,0.5,4374.0,0.5
-2,474500,2063.0,0.0,2311.0,0.0,4374.0,0.0
-2,474600,2063.0,0.0,2322.5,11.5,4385.5,11.5
-2,474700,2063.0,0.0,2323.0,0.5,4386.0,0.5
-2,474800,2063.0,0.0,2322.5,-0.5,4385.5,-0.5
-2,474900,2063.0,0.0,2322.0,-0.5,4385.0,-0.5
-2,475000,2063.0,0.0,2323.0,1.0,4386.0,1.0
-2,475100,2063.0,0.0,2323.5,0.5,4386.5,0.5
-2,475200,2063.0,0.0,2323.0,-0.5,4386.0,-0.5
-2,475300,2063.0,0.0,2334.5,11.5,4397.5,11.5
-2,475400,2063.0,0.0,2334.5,0.0,4397.5,0.0
-2,475500,2063.0,0.0,2335.5,1.0,4398.5,1.0
-2,475600,2063.0,0.0,2336.0,0.5,4399.0,0.5
-2,475700,2063.0,0.0,2336.5,0.5,4399.5,0.5
-2,475800,2063.0,0.0,2336.0,-0.5,4399.0,-0.5
-2,475900,2063.0,0.0,2336.5,0.5,4399.5,0.5
-2,476000,2063.0,0.0,2336.0,-0.5,4399.0,-0.5
-2,476100,2063.0,0.0,2340.5,4.5,4403.5,4.5
-2,476200,2063.0,0.0,2337.0,-3.5,4400.0,-3.5
-2,476300,2063.0,0.0,2337.0,0.0,4400.0,0.0
-2,476400,2063.0,0.0,2337.5,0.5,4400.5,0.5
-2,476500,2063.0,0.0,2337.5,0.0,4400.5,0.0
-2,476600,2063.0,0.0,2338.0,0.5,4401.0,0.5
-2,476700,2063.0,0.0,2337.5,-0.5,4400.5,-0.5
-2,476800,2063.0,0.0,2338.0,0.5,4401.0,0.5
-2,476900,2063.0,0.0,2337.5,-0.5,4400.5,-0.5
-2,477000,2063.0,0.0,2338.0,0.5,4401.0,0.5
-2,477100,2063.0,0.0,2338.0,0.0,4401.0,0.0
-2,477200,2063.0,0.0,2337.5,-0.5,4400.5,-0.5
-2,477300,2063.0,0.0,2337.0,-0.5,4400.0,-0.5
-2,477400,2063.0,0.0,2337.0,0.0,4400.0,0.0
-2,477500,2063.0,0.0,2337.5,0.5,4400.5,0.5
-2,477600,2063.0,0.0,2338.0,0.5,4401.0,0.5
-2,477700,2063.0,0.0,2338.5,0.5,4401.5,0.5
-2,477800,2063.0,0.0,2339.5,1.0,4402.5,1.0
-2,477900,2063.0,0.0,2337.0,-2.5,4400.0,-2.5
-2,478000,2063.0,0.0,2340.5,3.5,4403.5,3.5
-2,478100,2063.0,0.0,2336.5,-4.0,4399.5,-4.0
-2,478200,2063.0,0.0,2340.5,4.0,4403.5,4.0
-2,478300,2063.0,0.0,2340.5,0.0,4403.5,0.0
-2,478400,2063.0,0.0,2340.0,-0.5,4403.0,-0.5
-2,478500,2063.0,0.0,2340.5,0.5,4403.5,0.5
-2,478600,2063.0,0.0,2340.5,0.0,4403.5,0.0
-2,478700,2063.0,0.0,2341.0,0.5,4404.0,0.5
-2,478800,2063.0,0.0,2340.5,-0.5,4403.5,-0.5
-2,478900,2063.0,0.0,2341.0,0.5,4404.0,0.5
-2,479000,2063.0,0.0,2340.5,-0.5,4403.5,-0.5
-2,479100,2063.0,0.0,2340.5,0.0,4403.5,0.0
-2,479200,2063.0,0.0,2340.0,-0.5,4403.0,-0.5
-2,479300,2063.0,0.0,2364.0,24.0,4427.0,24.0
-2,479400,2063.0,0.0,2364.0,0.0,4427.0,0.0
-2,479500,2063.0,0.0,2366.5,2.5,4429.5,2.5
-2,479600,2063.0,0.0,2366.5,0.0,4429.5,0.0
-2,479700,2063.0,0.0,2366.5,0.0,4429.5,0.0
-2,479800,2063.0,0.0,2371.5,5.0,4434.5,5.0
-2,479900,2063.0,0.0,2366.5,-5.0,4429.5,-5.0
-2,480000,2063.0,0.0,2364.0,-2.5,4427.0,-2.5
-2,480100,2063.0,0.0,2359.0,-5.0,4422.0,-5.0
-2,480200,2063.0,0.0,2359.0,0.0,4422.0,0.0
-2,480300,2063.0,0.0,2356.5,-2.5,4419.5,-2.5
-2,480400,2063.0,0.0,2354.0,-2.5,4417.0,-2.5
-2,480500,2063.0,0.0,2354.0,0.0,4417.0,0.0
-2,480600,2063.0,0.0,2354.0,0.0,4417.0,0.0
-2,480700,2063.0,0.0,2359.0,5.0,4422.0,5.0
-2,480800,2063.0,0.0,2359.0,0.0,4422.0,0.0
-2,480900,2063.0,0.0,2359.0,0.0,4422.0,0.0
-2,481000,2063.0,0.0,2359.0,0.0,4422.0,0.0
-2,481100,2063.0,0.0,2361.5,2.5,4424.5,2.5
-2,481200,2063.0,0.0,2361.5,0.0,4424.5,0.0
-2,481300,2063.0,0.0,2361.5,0.0,4424.5,0.0
-2,481400,2063.0,0.0,2361.5,0.0,4424.5,0.0
-2,481500,2063.0,0.0,2359.0,-2.5,4422.0,-2.5
-2,481600,2063.0,0.0,2356.5,-2.5,4419.5,-2.5
-2,481700,2063.0,0.0,2359.0,2.5,4422.0,2.5
-2,481800,2063.0,0.0,2356.5,-2.5,4419.5,-2.5
-2,481900,2043.0,-20.0,2359.0,2.5,4402.0,-17.5
-2,482000,2063.0,20.0,2356.5,-2.5,4419.5,17.5
-2,482100,2063.0,0.0,2354.0,-2.5,4417.0,-2.5
-2,482200,2063.0,0.0,2356.5,2.5,4419.5,2.5
-2,482300,2063.0,0.0,2359.0,2.5,4422.0,2.5
-2,482400,2063.0,0.0,2354.0,-5.0,4417.0,-5.0
-2,482500,2063.0,0.0,2354.0,0.0,4417.0,0.0
-2,482600,2063.0,0.0,2354.0,0.0,4417.0,0.0
-2,482700,2063.0,0.0,2376.5,22.5,4439.5,22.5
-2,482800,2063.0,0.0,2356.5,-20.0,4419.5,-20.0
-2,482900,2063.0,0.0,2364.0,7.5,4427.0,7.5
-2,483000,2063.0,0.0,2351.5,-12.5,4414.5,-12.5
-2,483100,2063.0,0.0,2369.0,17.5,4432.0,17.5
-2,483200,2063.0,0.0,2369.0,0.0,4432.0,0.0
-2,483300,2063.0,0.0,2369.0,0.0,4432.0,0.0
-2,483400,2063.0,0.0,2349.0,-20.0,4412.0,-20.0
-2,483500,2063.0,0.0,2364.0,15.0,4427.0,15.0
-2,483600,2063.0,0.0,2364.0,0.0,4427.0,0.0
-2,483700,2063.0,0.0,2364.0,0.0,4427.0,0.0
-2,483800,2063.0,0.0,2364.0,0.0,4427.0,0.0
-2,483900,2063.0,0.0,2366.5,2.5,4429.5,2.5
-2,484000,2063.0,0.0,2366.5,0.0,4429.5,0.0
-2,484100,2063.0,0.0,2361.5,-5.0,4424.5,-5.0
-2,484200,2063.0,0.0,2364.0,2.5,4427.0,2.5
-2,484300,2063.0,0.0,2364.0,0.0,4427.0,0.0
-2,484400,2063.0,0.0,2366.5,2.5,4429.5,2.5
-2,484500,2063.0,0.0,2371.5,5.0,4434.5,5.0
-2,484600,2063.0,0.0,2371.5,0.0,4434.5,0.0
-2,484700,2063.0,0.0,2391.5,20.0,4454.5,20.0
-2,484800,2063.0,0.0,2371.5,-20.0,4434.5,-20.0
-2,484900,2063.0,0.0,2374.0,2.5,4437.0,2.5
-2,485000,2063.0,0.0,2374.0,0.0,4437.0,0.0
-2,485100,2063.0,0.0,2356.5,-17.5,4419.5,-17.5
-2,485200,2063.0,0.0,2376.5,20.0,4439.5,20.0
-2,485300,2063.0,0.0,2376.5,0.0,4439.5,0.0
-2,485400,2063.0,0.0,2374.0,-2.5,4437.0,-2.5
-2,485500,2063.0,0.0,2379.0,5.0,4442.0,5.0
-2,485600,2063.0,0.0,2374.0,-5.0,4437.0,-5.0
-2,485700,2063.0,0.0,2376.5,2.5,4439.5,2.5
-2,485800,2063.0,0.0,2379.0,2.5,4442.0,2.5
-2,485900,2063.0,0.0,2391.5,12.5,4454.5,12.5
-2,486000,2063.0,0.0,2376.5,-15.0,4439.5,-15.0
-2,486100,2063.0,0.0,2374.0,-2.5,4437.0,-2.5
-2,486200,2063.0,0.0,2369.0,-5.0,4432.0,-5.0
-2,486300,2063.0,0.0,2374.0,5.0,4437.0,5.0
-2,486400,2063.0,0.0,2369.0,-5.0,4432.0,-5.0
-2,486500,2063.0,0.0,2371.5,2.5,4434.5,2.5
-2,486600,2063.0,0.0,2374.0,2.5,4437.0,2.5
-2,486700,2063.0,0.0,2371.5,-2.5,4434.5,-2.5
-2,486800,2063.0,0.0,2369.0,-2.5,4432.0,-2.5
-2,486900,2063.0,0.0,2369.0,0.0,4432.0,0.0
-2,487000,2063.0,0.0,2369.0,0.0,4432.0,0.0
-2,487100,2063.0,0.0,2369.0,0.0,4432.0,0.0
-2,487200,2063.0,0.0,2369.0,0.0,4432.0,0.0
-2,487300,2063.0,0.0,2369.0,0.0,4432.0,0.0
-2,487400,2063.0,0.0,2371.5,2.5,4434.5,2.5
-2,487500,2063.0,0.0,2371.5,0.0,4434.5,0.0
-2,487600,2063.0,0.0,2376.5,5.0,4439.5,5.0
-2,487700,2063.0,0.0,2374.0,-2.5,4437.0,-2.5
-2,487800,2063.0,0.0,2374.0,0.0,4437.0,0.0
-2,487900,2063.0,0.0,2374.0,0.0,4437.0,0.0
-2,488000,2063.0,0.0,2371.5,-2.5,4434.5,-2.5
-2,488100,2063.0,0.0,2371.5,0.0,4434.5,0.0
-2,488200,2063.0,0.0,2371.5,0.0,4434.5,0.0
-2,488300,2063.0,0.0,2374.0,2.5,4437.0,2.5
-2,488400,2063.0,0.0,2398.0,24.0,4461.0,24.0
-2,488500,2063.0,0.0,2398.5,0.5,4461.5,0.5
-2,488600,2063.0,0.0,2398.5,0.0,4461.5,0.0
-2,488700,2063.0,0.0,2398.5,0.0,4461.5,0.0
-2,488800,2083.0,20.0,2399.0,0.5,4482.0,20.5
-2,488900,2063.0,-20.0,2427.0,28.0,4490.0,8.0
-2,489000,2063.0,0.0,2423.0,-4.0,4486.0,-4.0
-2,489100,2063.0,0.0,2421.0,-2.0,4484.0,-2.0
-2,489200,2063.0,0.0,2421.0,0.0,4484.0,0.0
-2,489300,2063.0,0.0,2419.0,-2.0,4482.0,-2.0
-2,489400,2063.0,0.0,2419.0,0.0,4482.0,0.0
-2,489500,2063.0,0.0,2423.0,4.0,4486.0,4.0
-2,489600,2063.0,0.0,2425.0,2.0,4488.0,2.0
-2,489700,2063.0,0.0,2423.0,-2.0,4486.0,-2.0
-2,489800,2063.0,0.0,2423.0,0.0,4486.0,0.0
-2,489900,2063.0,0.0,2425.0,2.0,4488.0,2.0
-2,490000,2063.0,0.0,2423.0,-2.0,4486.0,-2.0
-2,490100,2063.0,0.0,2425.0,2.0,4488.0,2.0
-2,490200,2063.0,0.0,2425.0,0.0,4488.0,0.0
-2,490300,2063.0,0.0,2425.0,0.0,4488.0,0.0
-2,490400,2063.0,0.0,2427.0,2.0,4490.0,2.0
-2,490500,2063.0,0.0,2427.0,0.0,4490.0,0.0
-2,490600,2063.0,0.0,2427.0,0.0,4490.0,0.0
-2,490700,2063.0,0.0,2427.0,0.0,4490.0,0.0
-2,490800,2063.0,0.0,2427.0,0.0,4490.0,0.0
-2,490900,2063.0,0.0,2427.0,0.0,4490.0,0.0
-2,491000,2063.0,0.0,2429.0,2.0,4492.0,2.0
-2,491100,2063.0,0.0,2431.0,2.0,4494.0,2.0
-2,491200,2063.0,0.0,2431.0,0.0,4494.0,0.0
-2,491300,2063.0,0.0,2431.0,0.0,4494.0,0.0
-2,491400,2063.0,0.0,2423.0,-8.0,4486.0,-8.0
-2,491500,2063.0,0.0,2437.0,14.0,4500.0,14.0
-2,491600,2098.0,35.0,2433.0,-4.0,4531.0,31.0
-2,491700,2098.0,0.0,2435.0,2.0,4533.0,2.0
-2,491800,2098.0,0.0,2435.0,0.0,4533.0,0.0
-2,491900,2133.0,35.0,2437.0,2.0,4570.0,37.0
-2,492000,2133.0,0.0,2435.0,-2.0,4568.0,-2.0
-2,492100,2133.0,0.0,2437.0,2.0,4570.0,2.0
-2,492200,2133.0,0.0,2437.0,0.0,4570.0,0.0
-2,492300,2133.0,0.0,2439.0,2.0,4572.0,2.0
-2,492400,2133.0,0.0,2461.0,22.0,4594.0,22.0
-2,492500,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,492600,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,492700,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,492800,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,492900,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,493000,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,493100,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,493200,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,493300,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,493400,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,493500,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,493600,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,493700,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,493800,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,493900,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,494000,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,494100,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,494200,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,494300,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,494400,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,494500,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,494600,2153.0,20.0,2461.0,0.0,4614.0,20.0
-2,494700,2133.0,-20.0,2461.0,0.0,4594.0,-20.0
-2,494800,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,494900,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,495000,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,495100,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,495200,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,495300,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,495400,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,495500,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,495600,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,495700,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,495800,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,495900,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,496000,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,496100,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,496200,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,496300,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,496400,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,496500,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,496600,2133.0,0.0,2461.0,0.0,4594.0,0.0
-2,496700,2133.0,0.0,2491.0,30.0,4624.0,30.0
-2,496800,2133.0,0.0,2498.5,7.5,4631.5,7.5
-2,496900,2133.0,0.0,2496.0,-2.5,4629.0,-2.5
-2,497000,2133.0,0.0,2493.5,-2.5,4626.5,-2.5
-2,497100,2133.0,0.0,2493.5,0.0,4626.5,0.0
-2,497200,2133.0,0.0,2501.0,7.5,4634.0,7.5
-2,497300,2113.0,-20.0,2498.5,-2.5,4611.5,-22.5
-2,497400,2133.0,20.0,2493.5,-5.0,4626.5,15.0
-2,497500,2133.0,0.0,2511.0,17.5,4644.0,17.5
-2,497600,2133.0,0.0,2516.0,5.0,4649.0,5.0
-2,497700,2133.0,0.0,2493.5,-22.5,4626.5,-22.5
-2,497800,2133.0,0.0,2496.0,2.5,4629.0,2.5
-2,497900,2133.0,0.0,2493.5,-2.5,4626.5,-2.5
-2,498000,2133.0,0.0,2498.5,5.0,4631.5,5.0
-2,498100,2133.0,0.0,2501.0,2.5,4634.0,2.5
-2,498200,2133.0,0.0,2488.5,-12.5,4621.5,-12.5
-2,498300,2133.0,0.0,2503.5,15.0,4636.5,15.0
-2,498400,2133.0,0.0,2506.0,2.5,4639.0,2.5
-2,498500,2133.0,0.0,2506.0,0.0,4639.0,0.0
-2,498600,2133.0,0.0,2503.5,-2.5,4636.5,-2.5
-2,498700,2133.0,0.0,2503.5,0.0,4636.5,0.0
-2,498800,2133.0,0.0,2503.5,0.0,4636.5,0.0
-2,498900,2133.0,0.0,2506.0,2.5,4639.0,2.5
-2,499000,2133.0,0.0,2506.0,0.0,4639.0,0.0
-2,499100,2133.0,0.0,2508.5,2.5,4641.5,2.5
-2,499200,2133.0,0.0,2508.5,0.0,4641.5,0.0
-2,499300,2153.0,20.0,2511.0,2.5,4664.0,22.5
-2,499400,2113.0,-40.0,2498.5,-12.5,4611.5,-52.5
-2,499500,2133.0,20.0,2513.5,15.0,4646.5,35.0
-2,499600,2133.0,0.0,2508.5,-5.0,4641.5,-5.0
-2,499700,2133.0,0.0,2493.5,-15.0,4626.5,-15.0
-2,499800,2133.0,0.0,2513.5,20.0,4646.5,20.0
-2,499900,2133.0,0.0,2511.0,-2.5,4644.0,-2.5
-2,500000,2133.0,0.0,2493.5,-17.5,4626.5,-17.5
-2,500100,2133.0,0.0,2511.0,17.5,4644.0,17.5
-2,500200,2133.0,0.0,2511.0,0.0,4644.0,0.0
-2,500300,2133.0,0.0,2508.5,-2.5,4641.5,-2.5
-2,500400,2133.0,0.0,2506.0,-2.5,4639.0,-2.5
-2,500500,2133.0,0.0,2516.0,10.0,4649.0,10.0
-2,500600,2133.0,0.0,2503.5,-12.5,4636.5,-12.5
-2,500700,2133.0,0.0,2503.5,0.0,4636.5,0.0
-2,500800,2133.0,0.0,2503.5,0.0,4636.5,0.0
-2,500900,2133.0,0.0,2506.0,2.5,4639.0,2.5
-2,501000,2133.0,0.0,2501.0,-5.0,4634.0,-5.0
-2,501100,2153.0,20.0,2498.5,-2.5,4651.5,17.5
-2,501200,2133.0,-20.0,2503.5,5.0,4636.5,-15.0
-2,501300,2133.0,0.0,2506.0,2.5,4639.0,2.5
-2,501400,2133.0,0.0,2503.5,-2.5,4636.5,-2.5
-2,501500,2133.0,0.0,2503.5,0.0,4636.5,0.0
-2,501600,2133.0,0.0,2501.0,-2.5,4634.0,-2.5
-2,501700,2133.0,0.0,2503.5,2.5,4636.5,2.5
-2,501800,2133.0,0.0,2506.0,2.5,4639.0,2.5
-2,501900,2133.0,0.0,2501.0,-5.0,4634.0,-5.0
-2,502000,2133.0,0.0,2501.0,0.0,4634.0,0.0
-2,502100,2133.0,0.0,2501.0,0.0,4634.0,0.0
-2,502200,2133.0,0.0,2501.0,0.0,4634.0,0.0
-2,502300,2133.0,0.0,2503.5,2.5,4636.5,2.5
-2,502400,2133.0,0.0,2503.5,0.0,4636.5,0.0
-2,502500,2133.0,0.0,2503.5,0.0,4636.5,0.0
-2,502600,2133.0,0.0,2501.0,-2.5,4634.0,-2.5
-2,502700,2133.0,0.0,2501.0,0.0,4634.0,0.0
-2,502800,2133.0,0.0,2496.0,-5.0,4629.0,-5.0
-2,502900,2133.0,0.0,2520.5,24.5,4653.5,24.5
-2,503000,2133.0,0.0,2520.0,-0.5,4653.0,-0.5
-2,503100,2133.0,0.0,2516.5,-3.5,4649.5,-3.5
-2,503200,2153.0,20.0,2520.5,4.0,4673.5,24.0
-2,503300,2153.0,0.0,2520.5,0.0,4673.5,0.0
-2,503400,2133.0,-20.0,2521.0,0.5,4654.0,-19.5
-2,503500,2133.0,0.0,2521.5,0.5,4654.5,0.5
-2,503600,2133.0,0.0,2521.0,-0.5,4654.0,-0.5
-2,503700,2133.0,0.0,2521.0,0.0,4654.0,0.0
-2,503800,2133.0,0.0,2517.5,-3.5,4650.5,-3.5
-2,503900,2133.0,0.0,2519.5,2.0,4652.5,2.0
-2,504000,2133.0,0.0,2523.0,3.5,4656.0,3.5
-2,504100,2133.0,0.0,2520.0,-3.0,4653.0,-3.0
-2,504200,2133.0,0.0,2519.0,-1.0,4652.0,-1.0
-2,504300,2133.0,0.0,2519.5,0.5,4652.5,0.5
-2,504400,2133.0,0.0,2518.5,-1.0,4651.5,-1.0
-2,504500,2133.0,0.0,2519.0,0.5,4652.0,0.5
-2,504600,2133.0,0.0,2518.5,-0.5,4651.5,-0.5
-2,504700,2133.0,0.0,2518.0,-0.5,4651.0,-0.5
-2,504800,2113.0,-20.0,2518.5,0.5,4631.5,-19.5
-2,504900,2133.0,20.0,2541.5,23.0,4674.5,43.0
-2,505000,2133.0,0.0,2541.5,0.0,4674.5,0.0
-2,505100,2133.0,0.0,2540.0,-1.5,4673.0,-1.5
-2,505200,2133.0,0.0,2540.0,0.0,4673.0,0.0
-2,505300,2133.0,0.0,2540.0,0.0,4673.0,0.0
-2,505400,2113.0,-20.0,2540.0,0.0,4653.0,-20.0
-2,505500,2133.0,20.0,2540.0,0.0,4673.0,20.0
-2,505600,2133.0,0.0,2540.0,0.0,4673.0,0.0
-2,505700,2133.0,0.0,2531.0,-9.0,4664.0,-9.0
-2,505800,2133.0,0.0,2538.5,7.5,4671.5,7.5
-2,505900,2133.0,0.0,2531.0,-7.5,4664.0,-7.5
-2,506000,2133.0,0.0,2535.5,4.5,4668.5,4.5
-2,506100,2133.0,0.0,2537.0,1.5,4670.0,1.5
-2,506200,2133.0,0.0,2538.5,1.5,4671.5,1.5
-2,506300,2133.0,0.0,2538.5,0.0,4671.5,0.0
-2,506400,2113.0,-20.0,2540.0,1.5,4653.0,-18.5
-2,506500,2133.0,20.0,2540.0,0.0,4673.0,20.0
-2,506600,2133.0,0.0,2540.0,0.0,4673.0,0.0
-2,506700,2133.0,0.0,2538.5,-1.5,4671.5,-1.5
-2,506800,2153.0,20.0,2555.0,16.5,4708.0,36.5
-2,506900,2133.0,-20.0,2555.0,0.0,4688.0,-20.0
-2,507000,2133.0,0.0,2555.0,0.0,4688.0,0.0
-2,507100,2133.0,0.0,2555.0,0.0,4688.0,0.0
-2,507200,2133.0,0.0,2555.0,0.0,4688.0,0.0
-2,507300,2113.0,-20.0,2555.0,0.0,4668.0,-20.0
-2,507400,2133.0,20.0,2555.0,0.0,4688.0,20.0
-2,507500,2133.0,0.0,2555.0,0.0,4688.0,0.0
-2,507600,2133.0,0.0,2555.0,0.0,4688.0,0.0
